"proba","source"
0.21321977683991,"random"
0.229110651129,"random"
0.2593787019852,"random"
0.202381451053972,"random"
0.234996587260158,"random"
0.291082990136461,"random"
0.232988201735931,"random"
0.240711905956861,"random"
0.346406174766078,"random"
0.265093259530361,"random"
0.301737107911472,"random"
0.277748635122583,"random"
0.256920921378833,"random"
0.284523151913361,"random"
0.237965063701667,"random"
0.254951437902424,"random"
0.208311542353861,"random"
0.256698809450728,"random"
0.304170852676332,"random"
0.263237872014675,"random"
0.236517562829806,"random"
0.228790457075528,"random"
0.268978122675444,"random"
0.247315845065972,"random"
0.226175671508058,"random"
0.303242144481944,"random"
0.256326298785556,"random"
0.286663125944147,"random"
0.242330399692472,"random"
0.214470380283623,"random"
0.239634589543257,"random"
0.252852525279806,"random"
0.265710156136778,"random"
0.305257041104422,"random"
0.304890521312833,"random"
0.279685126321944,"random"
0.299038482043886,"random"
0.274262078075056,"random"
0.268584893892639,"random"
0.2615021393513,"random"
0.223112559152986,"random"
0.279223761133782,"random"
0.264317728205571,"random"
0.225878404478857,"random"
0.237259494152286,"random"
0.260838828579694,"random"
0.304154264882829,"random"
0.262835754311389,"random"
0.241046493137892,"random"
0.295536252689556,"random"
0.216965553178844,"random"
0.295955770514361,"random"
0.206011626358389,"random"
0.318533640939722,"random"
0.262594930377924,"random"
0.243001537974312,"random"
0.292767280461361,"random"
0.284095860692,"random"
0.185186160857656,"random"
0.231635229440605,"random"
0.226372110313201,"random"
0.295117772823014,"random"
0.361776559774083,"random"
0.191205886850244,"random"
0.264385869043806,"random"
0.26306047752318,"random"
0.346404161825639,"random"
0.269127327118278,"random"
0.268628246462694,"random"
0.306272972790036,"random"
0.272317670328194,"random"
0.249221351817417,"random"
0.307532008608778,"random"
0.271250358940343,"random"
0.243039400166806,"random"
0.247723341028005,"random"
0.262287787596674,"random"
0.219432180181544,"random"
0.282980808696389,"random"
0.230304959030667,"random"
0.332103401442222,"random"
0.271685651288239,"random"
0.243931008783029,"random"
0.318703055131547,"random"
0.305313311035153,"random"
0.320088134352054,"random"
0.255792538204197,"random"
0.301915541925958,"random"
0.295096580546867,"random"
0.257354098613611,"random"
0.237115364126861,"random"
0.226811397109892,"random"
0.352533092300375,"random"
0.244753073113472,"random"
0.297479811104675,"random"
0.218422049677446,"random"
0.222810188543389,"random"
0.271334332984333,"random"
0.275753223745825,"random"
0.282805489887472,"random"
0.271004360139167,"random"
0.284411350736371,"random"
0.249048946272236,"random"
0.279450146639361,"random"
0.248483226987386,"random"
0.359371947593944,"random"
0.232643922737667,"random"
0.228251429058268,"random"
0.203517681698472,"random"
0.257879469251844,"random"
0.279578461915472,"random"
0.307505754241944,"random"
0.226623881871667,"random"
0.311119731622943,"random"
0.273837125584186,"random"
0.253985920007444,"random"
0.258469263950347,"random"
0.266463365774271,"random"
0.264683943466335,"random"
0.233706076044722,"random"
0.2861800211045,"random"
0.237871519638028,"random"
0.281277398166442,"random"
0.288577028725306,"random"
0.231281756322163,"random"
0.345315836676944,"random"
0.293923303799722,"random"
0.251934766264968,"random"
0.243867687516339,"random"
0.238645761466524,"random"
0.358526070655833,"random"
0.226401045588222,"random"
0.246649218726294,"random"
0.203114249023472,"random"
0.257546219727103,"random"
0.264448225967306,"random"
0.263425040834722,"random"
0.29986819069975,"random"
0.294388629133917,"random"
0.339885224263333,"random"
0.281237936356985,"random"
0.2448309768436,"random"
0.257978563431342,"random"
0.302650350081889,"random"
0.252335195253495,"random"
0.207201434966472,"random"
0.261932920176417,"random"
0.274290587208339,"random"
0.29374455967,"random"
0.313787095324861,"random"
0.244794909589075,"random"
0.245559245689283,"random"
0.262705054110639,"random"
0.279934534229486,"random"
0.230200955354958,"random"
0.250446336856556,"random"
0.246657557270389,"random"
0.265070516708611,"random"
0.248548962440995,"random"
0.289541039519528,"random"
0.273551997435889,"random"
0.271696035091344,"random"
0.270745848825667,"random"
0.221795435250951,"random"
0.355104248340556,"random"
0.304626486605206,"random"
0.220956293528563,"random"
0.201563585936685,"random"
0.29698753547116,"random"
0.283304768985361,"random"
0.335584671273194,"random"
0.307002914029667,"random"
0.289715056224556,"random"
0.356072119228333,"random"
0.225154590779389,"random"
0.27378716194825,"random"
0.228939691799917,"random"
0.302355743456961,"random"
0.30348936657065,"random"
0.266875681246111,"random"
0.3017986101085,"random"
0.292735145547639,"random"
0.284210748379741,"random"
0.267972191866725,"random"
0.235351662187253,"random"
0.254761304260944,"random"
0.290269626613722,"random"
0.265290824193931,"random"
0.296430570657167,"random"
0.255896397927535,"random"
0.274403319626122,"random"
0.275391437182388,"random"
0.333721645633639,"random"
0.255987460798414,"random"
0.314775275445556,"random"
0.267326582174667,"random"
0.315077001170302,"random"
0.326454958986489,"random"
0.318937105644056,"random"
0.269051140080356,"random"
0.280669037796694,"random"
0.293149538788917,"random"
0.260715647613061,"random"
0.296402870319277,"random"
0.285587588996143,"random"
0.266188865423879,"random"
0.293197334509444,"random"
0.233142676069978,"random"
0.238733335307339,"random"
0.253689390657086,"random"
0.16750756630716,"random"
0.304972155488889,"random"
0.265931681253476,"random"
0.283974201247502,"random"
0.239683231334306,"random"
0.243731982756283,"random"
0.329963890343806,"random"
0.242832991095381,"random"
0.279895379738147,"random"
0.237899071264361,"random"
0.256151022618056,"random"
0.257313486290547,"random"
0.322421858266306,"random"
0.235831297372861,"random"
0.299247286723657,"random"
0.264192150178704,"random"
0.3134081200575,"random"
0.283657481792278,"random"
0.291676063203755,"random"
0.314389841200947,"random"
0.257696716749917,"random"
0.273372882791028,"random"
0.257145334616114,"random"
0.260746267519681,"random"
0.294683025689261,"random"
0.304330271155444,"random"
0.317615327529169,"random"
0.276999839256528,"random"
0.262311422449889,"random"
0.342426871802289,"random"
0.227660036573286,"random"
0.318365715402128,"random"
0.322913237725461,"random"
0.289545731682778,"random"
0.237557203989564,"random"
0.252619755205861,"random"
0.359000557375233,"random"
0.239235687153018,"random"
0.295999255285992,"random"
0.261739697573644,"random"
0.232811296323806,"random"
0.286995160654417,"random"
0.248734233978778,"random"
0.234666995555429,"random"
0.327019629517797,"random"
0.237250162738361,"random"
0.198532757436372,"random"
0.278969170042137,"random"
0.327505235599258,"random"
0.208110224620758,"random"
0.203831312383219,"random"
0.239860603486229,"random"
0.392300149321069,"random"
0.231528849256906,"random"
0.200004604366194,"random"
0.198546701462111,"random"
0.249543947012794,"random"
0.234405732303889,"random"
0.254162736548491,"random"
0.255865564627204,"random"
0.250171467355222,"random"
0.274305405251658,"random"
0.260542545273817,"random"
0.292557108006028,"random"
0.244324427915056,"random"
0.32376005346,"random"
0.305967470387667,"random"
0.323218045496675,"random"
0.27252324577067,"random"
0.361779685946861,"random"
0.225399183638333,"random"
0.297489931535611,"random"
0.329410081636944,"random"
0.275452292492047,"random"
0.259819576374444,"random"
0.253481165156669,"random"
0.220351161424778,"random"
0.263740752546444,"random"
0.245580841810903,"random"
0.272899431388361,"random"
0.243716831836333,"random"
0.361577064071667,"random"
0.265210361980361,"random"
0.236635372194089,"random"
0.239826151568858,"random"
0.2921320915155,"random"
0.313179214195,"random"
0.302858020847411,"random"
0.253463090731673,"random"
