"CV_fold","feature","auc","set"
20,"GiG",0.718567275886264,"Perm"
20,"GiG",0.744161181462795,"Perm"
20,"GiG",0.754919977279562,"Perm"
20,"GiG",0.785926693173845,"Perm"
20,"GiG",0.745831801931237,"Perm"
20,"GiG",0.737278225132814,"Perm"
20,"GiG",0.760199137959838,"Perm"
20,"GiG",0.721373918273247,"Perm"
20,"GiG",0.730762805305891,"Perm"
20,"GiG",0.707541180794547,"Perm"
20,"GiG",0.747268535534097,"Perm"
20,"GiG",0.753550068495439,"Perm"
20,"GiG",0.791740452404023,"Perm"
20,"GiG",0.740084867519797,"Perm"
20,"GiG",0.746165926024926,"Perm"
20,"GiG",0.779711985031241,"Perm"
20,"GiG",0.75238063416753,"Perm"
20,"GiG",0.785024558120886,"Perm"
20,"GiG",0.761669283972067,"Perm"
20,"GiG",0.730929867352735,"Perm"
20,"GiG",0.769888736676802,"Perm"
20,"GiG",0.771592769554613,"Perm"
20,"GiG",0.745664739884393,"Perm"
20,"GiG",0.738146947776404,"Perm"
20,"GiG",0.77339703966053,"Perm"
20,"GiG",0.740185104747903,"Perm"
20,"GiG",0.726519429316048,"Perm"
20,"GiG",0.729192422065555,"Perm"
20,"GiG",0.699488790136657,"Perm"
20,"GiG",0.781215543452838,"Perm"
20,"GiG",0.783654649336764,"Perm"
20,"GiG",0.740118279929166,"Perm"
20,"GiG",0.761702696381436,"Perm"
20,"GiG",0.772628554245047,"Perm"
20,"GiG",0.752480871395636,"Perm"
20,"GiG",0.743392696047312,"Perm"
20,"GiG",0.760666911691002,"Perm"
20,"GiG",0.735607604664372,"Perm"
20,"GiG",0.767082094289819,"Perm"
20,"GiG",0.721975341641886,"Perm"
20,"GiG",0.756089411607471,"Perm"
20,"GiG",0.753449831267333,"Perm"
20,"GiG",0.7180995021551,"Perm"
20,"GiG",0.755788699923152,"Perm"
20,"GiG",0.744695780012697,"Perm"
20,"GiG",0.746934411440409,"Perm"
20,"GiG",0.72501587089445,"Perm"
20,"GiG",0.754552440776504,"Perm"
20,"GiG",0.769454375355007,"Perm"
20,"GiG",0.783253700424338,"Perm"
20,"GiG",0.748872331183802,"Perm"
20,"GiG",0.790403956029269,"Perm"
20,"GiG",0.768719302348892,"Perm"
20,"GiG",0.800928864980454,"Perm"
20,"GiG",0.738781783554412,"Perm"
20,"GiG",0.748270907815163,"Perm"
20,"GiG",0.761268335059641,"Perm"
20,"GiG",0.749005980821277,"Perm"
20,"GiG",0.765144174546427,"Perm"
20,"GiG",0.748137258177687,"Perm"
20,"GiG",0.749707641418023,"Perm"
20,"GiG",0.773764576163587,"Perm"
20,"GiG",0.764108389855992,"Perm"
20,"GiG",0.764709813224632,"Perm"
20,"GiG",0.758728991947609,"Perm"
20,"GiG",0.712619867018611,"Perm"
20,"GiG",0.786294229676902,"Perm"
20,"GiG",0.731464465902636,"Perm"
20,"GiG",0.762270707340706,"Perm"
20,"GiG",0.705469611413679,"Perm"
20,"GiG",0.735139830933209,"Perm"
20,"GiG",0.752013097664473,"Perm"
20,"GiG",0.743659995322263,"Perm"
20,"GiG",0.745096728925123,"Perm"
20,"GiG",0.744829429650172,"Perm"
20,"GiG",0.798823883190217,"Perm"
20,"GiG",0.765144174546427,"Perm"
20,"GiG",0.701760833973738,"Perm"
20,"GiG",0.750342477196031,"Perm"
20,"GiG",0.776805105416152,"Perm"
20,"GiG",0.727421564369007,"Perm"
20,"GiG",0.709211801262989,"Perm"
20,"GiG",0.674763607203715,"Perm"
20,"GiG",0.775435196632029,"Perm"
20,"GiG",0.762471181796919,"Perm"
20,"GiG",0.759129940860035,"Perm"
20,"GiG",0.760767148919109,"Perm"
20,"GiG",0.725416819806876,"Perm"
20,"GiG",0.781048481405994,"Perm"
20,"GiG",0.761168097831535,"Perm"
20,"GiG",0.711851381603127,"Perm"
20,"GiG",0.761635871562699,"Perm"
20,"GiG",0.733435798055398,"Perm"
20,"GiG",0.774432824350964,"Perm"
20,"GiG",0.763373316849878,"Perm"
20,"GiG",0.770289685589228,"Perm"
20,"GiG",0.771258645460924,"Perm"
20,"GiG",0.730462093621571,"Perm"
20,"GiG",0.690734738882021,"Perm"
20,"GiG",0.733302148417923,"Perm"
20,"GiG",0.758795816766347,"Perm"
20,"GiG",0.751979685255104,"Perm"
20,"GiG",0.785625981489525,"Perm"
20,"GiG",0.788198737010926,"Perm"
20,"GiG",0.735039593705102,"Perm"
20,"GiG",0.751244612248989,"Perm"
20,"GiG",0.771292057870293,"Perm"
20,"GiG",0.766280196464967,"Perm"
20,"GiG",0.742724447859935,"Perm"
20,"GiG",0.751545323933309,"Perm"
20,"GiG",0.717364429148986,"Perm"
20,"GiG",0.74807043335895,"Perm"
20,"GiG",0.74142136389455,"Perm"
20,"GiG",0.755421163420094,"Perm"
20,"GiG",0.754886564870193,"Perm"
20,"GiG",0.752313809348792,"Perm"
20,"GiG",0.730829630124628,"Perm"
20,"GiG",0.770690634501654,"Perm"
20,"GiG",0.774365999532226,"Perm"
20,"GiG",0.75411807945471,"Perm"
20,"GiG",0.779010324434495,"Perm"
20,"GiG",0.726085067994253,"Perm"
20,"GiG",0.767817167295934,"Perm"
20,"GiG",0.741555013532026,"Perm"
20,"GiG",0.745096728925123,"Perm"
20,"GiG",0.758060743760232,"Perm"
20,"GiG",0.754084667045341,"Perm"
20,"GiG",0.752514283805005,"Perm"
20,"GiG",0.752480871395636,"Perm"
20,"GiG",0.738146947776404,"Perm"
20,"GiG",0.759898426275519,"Perm"
20,"GiG",0.748939156002539,"Perm"
20,"GiG",0.758328043035183,"Perm"
20,"GiG",0.737913060910822,"Perm"
20,"GiG",0.773129740385579,"Perm"
20,"GiG",0.791005379397908,"Perm"
20,"GiG",0.741120652210231,"Perm"
20,"GiG",0.731731765177587,"Perm"
20,"GiG",0.772795616291891,"Perm"
21,"GiG",0.801496875939724,"Perm"
21,"GiG",0.811754485615958,"Perm"
21,"GiG",0.778241839019012,"Perm"
21,"GiG",0.782117678505797,"Perm"
21,"GiG",0.809181730094557,"Perm"
21,"GiG",0.813859467406195,"Perm"
21,"GiG",0.769487787764376,"Perm"
21,"GiG",0.787563901232918,"Perm"
21,"GiG",0.801262989074142,"Perm"
21,"GiG",0.812088609709646,"Perm"
21,"GiG",0.824818737679174,"Perm"
21,"GiG",0.819639814227004,"Perm"
21,"GiG",0.786327642086271,"Perm"
21,"GiG",0.782952988740018,"Perm"
21,"GiG",0.778843262387651,"Perm"
21,"GiG",0.779110561662602,"Perm"
21,"GiG",0.797687861271676,"Perm"
21,"GiG",0.778676200340807,"Perm"
21,"GiG",0.838851949614087,"Perm"
21,"GiG",0.788265561829664,"Perm"
21,"GiG",0.830097898359451,"Perm"
21,"GiG",0.768986601623843,"Perm"
21,"GiG",0.772996090748104,"Perm"
21,"GiG",0.795883591165759,"Perm"
21,"GiG",0.80851348190718,"Perm"
21,"GiG",0.776638043369307,"Perm"
21,"GiG",0.804938354104714,"Perm"
21,"GiG",0.792007751678974,"Perm"
21,"GiG",0.764041565037255,"Perm"
21,"GiG",0.791038791807277,"Perm"
21,"GiG",0.797921748137258,"Perm"
21,"GiG",0.753783955361021,"Perm"
21,"GiG",0.790069831935581,"Perm"
21,"GiG",0.806141200841993,"Perm"
21,"GiG",0.792809649503826,"Perm"
21,"GiG",0.785057970530255,"Perm"
21,"GiG",0.787096127501754,"Perm"
21,"GiG",0.8298305990845,"Perm"
21,"GiG",0.849209796518427,"Perm"
21,"GiG",0.783520999699288,"Perm"
21,"GiG",0.784757258845936,"Perm"
21,"GiG",0.791907514450867,"Perm"
21,"GiG",0.79785492331852,"Perm"
21,"GiG",0.788733335560827,"Perm"
21,"GiG",0.736977513448495,"Perm"
21,"GiG",0.771626181963981,"Perm"
21,"GiG",0.845534431487855,"Perm"
21,"GiG",0.803935981823649,"Perm"
21,"GiG",0.766881619833606,"Perm"
21,"GiG",0.780547295265462,"Perm"
21,"GiG",0.820374887233118,"Perm"
21,"GiG",0.819004978448996,"Perm"
21,"GiG",0.808413244679074,"Perm"
21,"GiG",0.80132981389288,"Perm"
21,"GiG",0.77483377326339,"Perm"
21,"GiG",0.786494704133115,"Perm"
21,"GiG",0.836112132045842,"Perm"
21,"GiG",0.80450399278292,"Perm"
21,"GiG",0.813057569581343,"Perm"
21,"GiG",0.771893481238932,"Perm"
21,"GiG",0.79327742323499,"Perm"
21,"GiG",0.78462360920846,"Perm"
21,"GiG",0.774934010491497,"Perm"
21,"GiG",0.780981656587256,"Perm"
21,"GiG",0.802432423402052,"Perm"
21,"GiG",0.800227204383708,"Perm"
21,"GiG",0.780447058037355,"Perm"
21,"GiG",0.78231815296201,"Perm"
21,"GiG",0.809415616960139,"Perm"
21,"GiG",0.824952387316649,"Perm"
21,"GiG",0.812823682715761,"Perm"
21,"GiG",0.748404557452638,"Perm"
21,"GiG",0.82034147482375,"Perm"
21,"GiG",0.788031674964082,"Perm"
21,"GiG",0.815028901734104,"Perm"
21,"GiG",0.78606034281132,"Perm"
21,"GiG",0.799959905108757,"Perm"
21,"GiG",0.7970196130843,"Perm"
21,"GiG",0.823549066123158,"Perm"
21,"GiG",0.805105416151559,"Perm"
21,"GiG",0.752347221758161,"Perm"
21,"GiG",0.802699722677002,"Perm"
21,"GiG",0.751144375020883,"Perm"
21,"GiG",0.793076948778776,"Perm"
21,"GiG",0.753683718132915,"Perm"
21,"GiG",0.793979083831735,"Perm"
21,"GiG",0.777774065287848,"Perm"
21,"GiG",0.809883390691303,"Perm"
21,"GiG",0.771759831601457,"Perm"
21,"GiG",0.813024157171974,"Perm"
21,"GiG",0.797253499949881,"Perm"
21,"GiG",0.824050252263691,"Perm"
21,"GiG",0.795683116709546,"Perm"
21,"GiG",0.832303117377794,"Perm"
21,"GiG",0.838985599251562,"Perm"
21,"GiG",0.74028534197601,"Perm"
21,"GiG",0.827959504159845,"Perm"
21,"GiG",0.781115306224732,"Perm"
21,"GiG",0.778141601790905,"Perm"
21,"GiG",0.788733335560827,"Perm"
21,"GiG",0.756891309432323,"Perm"
21,"GiG",0.763640616124829,"Perm"
21,"GiG",0.820241237595643,"Perm"
21,"GiG",0.76303919275619,"Perm"
21,"GiG",0.826422533328878,"Perm"
21,"GiG",0.806876273848107,"Perm"
21,"GiG",0.787330014367336,"Perm"
21,"GiG",0.793143773597514,"Perm"
21,"GiG",0.786862240636172,"Perm"
21,"GiG",0.792208226135187,"Perm"
21,"GiG",0.779544922984396,"Perm"
21,"GiG",0.825754285141501,"Perm"
21,"GiG",0.81399311704367,"Perm"
21,"GiG",0.784489959570985,"Perm"
21,"GiG",0.805472952654616,"Perm"
21,"GiG",0.782084266096428,"Perm"
21,"GiG",0.822446456613986,"Perm"
21,"GiG",0.787931437735975,"Perm"
21,"GiG",0.806776036620001,"Perm"
21,"GiG",0.785525744261419,"Perm"
21,"GiG",0.816799759430653,"Perm"
21,"GiG",0.797654448862307,"Perm"
21,"GiG",0.793477897691202,"Perm"
21,"GiG",0.756557185338635,"Perm"
21,"GiG",0.796217715259447,"Perm"
21,"GiG",0.746099101206188,"Perm"
21,"GiG",0.810317752013098,"Perm"
21,"GiG",0.784523371980354,"Perm"
21,"GiG",0.791773864813392,"Perm"
21,"GiG",0.827926091750476,"Perm"
21,"GiG",0.806441912526312,"Perm"
21,"GiG",0.751010725383407,"Perm"
21,"GiG",0.803468208092486,"Perm"
21,"GiG",0.795115105750276,"Perm"
21,"GiG",0.752647933442481,"Perm"
21,"GiG",0.814995489324735,"Perm"
21,"GiG",0.797186675131144,"Perm"
21,"GiG",0.798957532827692,"Perm"
21,"GiG",0.794747569247218,"Perm"
21,"GiG",0.808981255638344,"Perm"
21,"GiG",0.802499248220789,"Perm"
21,"GiG",0.822646931070199,"Perm"
21,"GiG",0.822078920110929,"Perm"
21,"GiG",0.809148317685188,"Perm"
21,"GiG",0.790938554579171,"Perm"
21,"GiG",0.809449029369508,"Perm"
21,"GiG",0.814293828727989,"Perm"
21,"GiG",0.796852551037455,"Perm"
21,"GiG",0.74950716696181,"Perm"
21,"GiG",0.788298974239032,"Perm"
21,"GiG",0.782384977780748,"Perm"
21,"GiG",0.793979083831735,"Perm"
21,"GiG",0.814293828727989,"Perm"
21,"GiG",0.756390123291791,"Perm"
21,"GiG",0.786427879314378,"Perm"
21,"GiG",0.768652477530155,"Perm"
21,"GiG",0.78636105449564,"Perm"
21,"GiG",0.794847806475325,"Perm"
21,"GiG",0.781816966821478,"Perm"
21,"GiG",0.824952387316649,"Perm"
21,"GiG",0.775635671088242,"Perm"
21,"GiG",0.784122423067927,"Perm"
21,"GiG",0.756624010157372,"Perm"
21,"GiG",0.778542550703331,"Perm"
21,"GiG",0.790236893982425,"Perm"
21,"GiG",0.758962878813191,"Perm"
21,"GiG",0.811219887066056,"Perm"
21,"GiG",0.790871729760433,"Perm"
21,"GiG",0.829663537037656,"Perm"
21,"GiG",0.790437368438638,"Perm"
21,"GiG",0.793711784556784,"Perm"
21,"GiG",0.777439941194159,"Perm"
21,"GiG",0.77483377326339,"Perm"
21,"GiG",0.803535032911223,"Perm"
21,"GiG",0.797721273681045,"Perm"
21,"GiG",0.79758762404357,"Perm"
21,"GiG",0.781549667546527,"Perm"
21,"GiG",0.808112532994754,"Perm"
21,"GiG",0.748237495405794,"Perm"
21,"GiG",0.822145744929667,"Perm"
21,"GiG",0.800962277389823,"Perm"
21,"GiG",0.802900197133215,"Perm"
21,"GiG",0.783120050786862,"Perm"
21,"GiG",0.784957733302148,"Perm"
21,"GiG",0.784657021617829,"Perm"
21,"GiG",0.768485415483311,"Perm"
21,"GiG",0.848909084834107,"Perm"
21,"GiG",0.75812756857897,"Perm"
21,"GiG",0.817835544121087,"Perm"
21,"GiG",0.807511109626115,"Perm"
21,"GiG",0.783387350061813,"Perm"
21,"GiG",0.784256072705403,"Perm"
21,"GiG",0.848708610377894,"Perm"
21,"GiG",0.761034448194059,"Perm"
21,"GiG",0.783855123792977,"Perm"
21,"GiG",0.790838317351064,"Perm"
21,"GiG",0.773062915566842,"Perm"
21,"GiG",0.784757258845935,"Perm"
21,"GiG",0.779578335393765,"Perm"
21,"GiG",0.771024758595342,"Perm"
21,"GiG",0.784890908483411,"Perm"
21,"GiG",0.788766747970196,"Perm"
21,"GiG",0.800126967155601,"Perm"
21,"GiG",0.792475525410137,"Perm"
21,"GiG",0.790203481573056,"Perm"
21,"GiG",0.806274850479468,"Perm"
21,"GiG",0.777573590831635,"Perm"
21,"GiG",0.774165525076013,"Perm"
21,"GiG",0.808480069497812,"Perm"
21,"GiG",0.766313608874336,"Perm"
21,"GiG",0.800694978114872,"Perm"
21,"GiG",0.790704667713589,"Perm"
21,"GiG",0.793644959738047,"Perm"
21,"GiG",0.818971566039627,"Perm"
21,"GiG",0.787029302683016,"Perm"
21,"GiG",0.800862040161716,"Perm"
21,"GiG",0.794647332019112,"Perm"
21,"GiG",0.80306725918006,"Perm"
21,"GiG",0.799057770055799,"Perm"
21,"GiG",0.792341875772662,"Perm"
21,"GiG",0.787296601957967,"Perm"
21,"GiG",0.814928664505998,"Perm"
21,"GiG",0.764242039493468,"Perm"
21,"GiG",0.774800360854021,"Perm"
21,"GiG",0.796785726218718,"Perm"
21,"GiG",0.779778809849978,"Perm"
21,"GiG",0.80276654749574,"Perm"
21,"GiG",0.795749941528283,"Perm"
21,"GiG",0.757392495572856,"Perm"
21,"GiG",0.80851348190718,"Perm"
21,"GiG",0.793945671422366,"Perm"
21,"GiG",0.810217514784991,"Perm"
21,"GiG",0.759129940860035,"Perm"
21,"GiG",0.780046109124929,"Perm"
21,"GiG",0.726686491362892,"Perm"
21,"GiG",0.798957532827692,"Perm"
21,"GiG",0.799158007283905,"Perm"
21,"GiG",0.757158608707274,"Perm"
21,"GiG",0.792007751678974,"Perm"
21,"GiG",0.811954960072171,"Perm"
21,"GiG",0.763674028534198,"Perm"
21,"GiG",0.782050853687059,"Perm"
21,"GiG",0.808580306725918,"Perm"
21,"GiG",0.760867386147215,"Perm"
21,"GiG",0.805974138795149,"Perm"
21,"GiG",0.800694978114872,"Perm"
21,"GiG",0.808981255638344,"Perm"
21,"GiG",0.79902435764643,"Perm"
21,"GiG",0.792843061913195,"Perm"
21,"GiG",0.789568645795048,"Perm"
21,"GiG",0.810518226469311,"Perm"
21,"GiG",0.835677770724047,"Perm"
21,"GiG",0.768184703798991,"Perm"
21,"GiG",0.833606201343179,"Perm"
21,"GiG",0.811954960072171,"Perm"
21,"GiG",0.782852751511911,"Perm"
21,"GiG",0.81917204049584,"Perm"
21,"GiG",0.801931237261519,"Perm"
21,"GiG",0.775802733135087,"Perm"
21,"GiG",0.794847806475325,"Perm"
21,"GiG",0.769320725717532,"Perm"
21,"GiG",0.792709412275719,"Perm"
21,"GiG",0.775234722175816,"Perm"
21,"GiG",0.788232149420295,"Perm"
21,"GiG",0.749640816599285,"Perm"
21,"GiG",0.827859266931738,"Perm"
21,"GiG",0.814360653546727,"Perm"
21,"GiG",0.79641818971566,"Perm"
21,"GiG",0.775334959403923,"Perm"
21,"GiG",0.80276654749574,"Perm"
21,"GiG",0.801864412442781,"Perm"
21,"GiG",0.814761602459153,"Perm"
21,"GiG",0.774031875438538,"Perm"
21,"GiG",0.83387350061813,"Perm"
21,"GiG",0.788766747970196,"Perm"
21,"GiG",0.777807477697217,"Perm"
21,"GiG",0.793745196966153,"Perm"
21,"GiG",0.770289685589228,"Perm"
21,"GiG",0.818503792308463,"Perm"
21,"GiG",0.783320525243075,"Perm"
21,"GiG",0.801430051120986,"Perm"
21,"GiG",0.834541748805506,"Perm"
21,"GiG",0.847940124962411,"Perm"
21,"GiG",0.780246583581142,"Perm"
21,"GiG",0.796184302850079,"Perm"
21,"GiG",0.808212770222861,"Perm"
21,"GiG",0.810752113334893,"Perm"
21,"GiG",0.820508536870594,"Perm"
21,"GiG",0.793912259012997,"Perm"
21,"GiG",0.815897624377694,"Perm"
21,"GiG",0.794012496241104,"Perm"
21,"GiG",0.797621036452939,"Perm"
21,"GiG",0.830732734137459,"Perm"
21,"GiG",0.77570249590698,"Perm"
21,"GiG",0.815797387149587,"Perm"
21,"GiG",0.81974005145511,"Perm"
21,"GiG",0.779979284306191,"Perm"
21,"GiG",0.819873701092586,"Perm"
21,"GiG",0.780680944902937,"Perm"
21,"GiG",0.770089211133015,"Perm"
21,"GiG",0.768652477530155,"Perm"
21,"GiG",0.784556784389722,"Perm"
21,"GiG",0.823148117210732,"Perm"
21,"GiG",0.804838116876608,"Perm"
21,"GiG",0.817100471114972,"Perm"
21,"GiG",0.801162751846036,"Perm"
21,"GiG",0.847806475324936,"Perm"
21,"GiG",0.824451201176117,"Perm"
21,"GiG",0.754519028367135,"Perm"
21,"GiG",0.80507200374219,"Perm"
21,"GiG",0.796952788265562,"Perm"
21,"GiG",0.782017441277691,"Perm"
21,"GiG",0.750309064786662,"Perm"
21,"GiG",0.825486985866551,"Perm"
21,"GiG",0.801062514617929,"Perm"
21,"GiG",0.803134083998797,"Perm"
21,"GiG",0.815630325102743,"Perm"
21,"GiG",0.764776638043369,"Perm"
21,"GiG",0.79267599986635,"Perm"
21,"GiG",0.821210197467339,"Perm"
21,"GiG",0.800594740886765,"Perm"
21,"GiG",0.789769120251261,"Perm"
21,"GiG",0.806341675298206,"Perm"
21,"GiG",0.78519162016773,"Perm"
21,"GiG",0.793778609375522,"Perm"
21,"GiG",0.759163353269404,"Perm"
21,"GiG",0.805974138795148,"Perm"
21,"GiG",0.780848006949781,"Perm"
21,"GiG",0.80276654749574,"Perm"
21,"GiG",0.804069631461125,"Perm"
21,"GiG",0.777373116375422,"Perm"
21,"GiG",0.799792843061913,"Perm"
21,"GiG",0.803367970864379,"Perm"
21,"GiG",0.833773263390023,"Perm"
21,"GiG",0.786227404858164,"Perm"
21,"GiG",0.774800360854021,"Perm"
21,"GiG",0.777740652878479,"Perm"
21,"GiG",0.821577733970396,"Perm"
21,"GiG",0.771993718467039,"Perm"
21,"GiG",0.788633098332721,"Perm"
21,"GiG",0.816131511243276,"Perm"
21,"GiG",0.755354338601356,"Perm"
21,"GiG",0.827257843563099,"Perm"
21,"GiG",0.753483243676702,"Perm"
21,"GiG",0.808212770222861,"Perm"
21,"GiG",0.777573590831635,"Perm"
21,"GiG",0.800126967155602,"Perm"
21,"GiG",0.798255872230947,"Perm"
21,"GiG",0.79097196698854,"Perm"
21,"GiG",0.798088810184102,"Perm"
21,"GiG",0.827191018744362,"Perm"
21,"GiG",0.784423134752247,"Perm"
21,"GiG",0.79671890139998,"Perm"
21,"GiG",0.781282368271576,"Perm"
21,"GiG",0.80363527013933,"Perm"
21,"GiG",0.79785492331852,"Perm"
21,"GiG",0.780112933943667,"Perm"
21,"GiG",0.790337131210532,"Perm"
21,"GiG",0.76417521467473,"Perm"
21,"GiG",0.795917003575128,"Perm"
21,"GiG",0.785625981489525,"Perm"
21,"GiG",0.798990945237061,"Perm"
21,"GiG",0.761468809515854,"Perm"
21,"GiG",0.748437969862007,"Perm"
21,"GiG",0.816532460155702,"Perm"
21,"GiG",0.814026529453039,"Perm"
21,"GiG",0.801229576664773,"Perm"
21,"GiG",0.833238664840122,"Perm"
21,"GiG",0.772595141835678,"Perm"
21,"GiG",0.761101273012797,"Perm"
21,"GiG",0.792275050953924,"Perm"
21,"GiG",0.773998463029169,"Perm"
21,"GiG",0.766547495739918,"Perm"
21,"GiG",0.805138828560928,"Perm"
21,"GiG",0.809849978281934,"Perm"
21,"GiG",0.782117678505797,"Perm"
21,"GiG",0.775836145544455,"Perm"
21,"GiG",0.804704467239133,"Perm"
21,"GiG",0.798021985365365,"Perm"
21,"GiG",0.831701694009155,"Perm"
21,"GiG",0.808012295766648,"Perm"
21,"GiG",0.826355708510141,"Perm"
21,"GiG",0.79153997794781,"Perm"
21,"GiG",0.753149119583013,"Perm"
21,"GiG",0.804136456279862,"Perm"
21,"GiG",0.795449229843964,"Perm"
21,"GiG",0.807845233719804,"Perm"
21,"GiG",0.790905142169802,"Perm"
21,"GiG",0.816799759430653,"Perm"
21,"GiG",0.765946072371279,"Perm"
21,"GiG",0.809783153463196,"Perm"
21,"GiG",0.806976511076214,"Perm"
21,"GiG",0.795883591165759,"Perm"
21,"GiG",0.80680944902937,"Perm"
21,"GiG",0.80246583581142,"Perm"
21,"GiG",0.791673627585285,"Perm"
21,"GiG",0.766347021283705,"Perm"
21,"GiG",0.772862441110629,"Perm"
21,"GiG",0.825086036954125,"Perm"
21,"GiG",0.835677770724047,"Perm"
21,"GiG",0.750442714424137,"Perm"
21,"GiG",0.831233920277991,"Perm"
21,"GiG",0.811286711884794,"Perm"
21,"GiG",0.834641986033613,"Perm"
21,"GiG",0.799425306558856,"Perm"
21,"GiG",0.80968291623509,"Perm"
21,"GiG",0.794580507200374,"Perm"
21,"GiG",0.797320324768619,"Perm"
21,"GiG",0.792776237094457,"Perm"
21,"GiG",0.773196565204317,"Perm"
21,"GiG",0.809916803100672,"Perm"
21,"GiG",0.762905543118714,"Perm"
21,"GiG",0.806776036620001,"Perm"
21,"GiG",0.79297671155067,"Perm"
21,"GiG",0.782852751511912,"Perm"
21,"GiG",0.809716328644459,"Perm"
21,"GiG",0.822747168298306,"Perm"
21,"GiG",0.831902168465368,"Perm"
21,"GiG",0.822312806976511,"Perm"
21,"GiG",0.791673627585285,"Perm"
21,"GiG",0.802833372314477,"Perm"
21,"GiG",0.795315580206489,"Perm"
21,"GiG",0.831367569915467,"Perm"
21,"GiG",0.802165124127101,"Perm"
21,"GiG",0.804336930736075,"Perm"
21,"GiG",0.777239466737946,"Perm"
21,"GiG",0.762203882521969,"Perm"
21,"GiG",0.794446857562899,"Perm"
21,"GiG",0.829930836312606,"Perm"
21,"GiG",0.77944468575629,"Perm"
21,"GiG",0.806608974573157,"Perm"
21,"GiG",0.781416017909051,"Perm"
21,"GiG",0.810217514784991,"Perm"
21,"GiG",0.826890307060042,"Perm"
21,"GiG",0.759697951819306,"Perm"
21,"GiG",0.776470981322463,"Perm"
21,"GiG",0.806074376023255,"Perm"
21,"GiG",0.825052624544756,"Perm"
21,"GiG",0.760332787597314,"Perm"
21,"GiG",0.761335159878379,"Perm"
21,"GiG",0.82378295298874,"Perm"
21,"GiG",0.788699923151458,"Perm"
21,"GiG",0.798255872230947,"Perm"
21,"GiG",0.80477129205787,"Perm"
21,"GiG",0.792843061913195,"Perm"
21,"GiG",0.787864612917237,"Perm"
21,"GiG",0.750843663336563,"Perm"
21,"GiG",0.7877977880985,"Perm"
21,"GiG",0.766547495739918,"Perm"
21,"GiG",0.805506365063985,"Perm"
21,"GiG",0.791439740719703,"Perm"
21,"GiG",0.76765010524909,"Perm"
21,"GiG",0.801831000033413,"Perm"
21,"GiG",0.78118213104347,"Perm"
21,"GiG",0.792074576497711,"Perm"
21,"GiG",0.785625981489525,"Perm"
21,"GiG",0.765745597915066,"Perm"
21,"GiG",0.782084266096428,"Perm"
21,"GiG",0.784690434027198,"Perm"
21,"GiG",0.791205853854121,"Perm"
21,"GiG",0.76360720371546,"Perm"
21,"GiG",0.792609175047613,"Perm"
21,"GiG",0.823582478532527,"Perm"
21,"GiG",0.802933609542584,"Perm"
21,"GiG",0.818938153630258,"Perm"
21,"GiG",0.788633098332721,"Perm"
21,"GiG",0.81659928497444,"Perm"
21,"GiG",0.815663737512112,"Perm"
21,"GiG",0.741488188713288,"Perm"
21,"GiG",0.788131912192188,"Perm"
21,"GiG",0.824016839854322,"Perm"
21,"GiG",0.82234621938588,"Perm"
21,"GiG",0.775000835310234,"Perm"
21,"GiG",0.800060142336864,"Perm"
21,"GiG",0.796251127668816,"Perm"
21,"GiG",0.759931838684888,"Perm"
21,"GiG",0.779979284306191,"Perm"
21,"GiG",0.77713922950984,"Perm"
21,"GiG",0.790637842894851,"Perm"
21,"GiG",0.805205653379665,"Perm"
21,"GiG",0.781716729593371,"Perm"
21,"GiG",0.793644959738047,"Perm"
21,"GiG",0.78405559824919,"Perm"
21,"GiG",0.788432623876508,"Perm"
21,"GiG",0.77339703966053,"Perm"
21,"GiG",0.772862441110629,"Perm"
21,"GiG",0.778609375522069,"Perm"
21,"GiG",0.802298773764576,"Perm"
21,"GiG",0.795816766347021,"Perm"
21,"GiG",0.791606802766548,"Perm"
21,"GiG",0.762872130709345,"Perm"
21,"GiG",0.770289685589228,"Perm"
21,"GiG",0.808212770222861,"Perm"
21,"GiG",0.757526145210331,"Perm"
21,"GiG",0.737879648501453,"Perm"
21,"GiG",0.817935781349193,"Perm"
21,"GiG",0.740485816432223,"Perm"
21,"GiG",0.779578335393765,"Perm"
21,"GiG",0.791372915900966,"Perm"
21,"GiG",0.799325069330749,"Perm"
22,"GiG",0.715860870727388,"Perm"
22,"GiG",0.750810250927194,"Perm"
22,"GiG",0.708810852350563,"Perm"
22,"GiG",0.721140031407665,"Perm"
22,"GiG",0.775334959403923,"Perm"
22,"GiG",0.704534063951352,"Perm"
22,"GiG",0.720989675565505,"Perm"
22,"GiG",0.691202512613185,"Perm"
22,"GiG",0.726018243175515,"Perm"
22,"GiG",0.72819004978449,"Perm"
22,"GiG",0.762203882521969,"Perm"
22,"GiG",0.73884860837315,"Perm"
22,"GiG",0.748972568411908,"Perm"
22,"GiG",0.720772494904607,"Perm"
22,"GiG",0.706538808513482,"Perm"
22,"GiG",0.725249757760032,"Perm"
22,"GiG",0.779344448528183,"Perm"
22,"GiG",0.714758261218217,"Perm"
22,"GiG",0.758394867853921,"Perm"
22,"GiG",0.713989775802733,"Perm"
22,"GiG",0.711717731965652,"Perm"
22,"GiG",0.716495706505396,"Perm"
22,"GiG",0.739817568244846,"Perm"
22,"GiG",0.765812422733803,"Perm"
22,"GiG",0.726051655584884,"Perm"
22,"GiG",0.707507768385178,"Perm"
